Id,uid,Timestamp,Identifier,Question,Status,Concept Id,uid (from Concept Id),concept id UID,Activity Mastery History,Activity Mastery,Training Session Activities,AnswerId,Answer (from AnswerId),Correct (from AnswerId),respuesta correcta Texto,Id (from AnswerId),Module Id (from Topic Id) (from Concept Id),Topic Id (from Concept Id),Modules User Saved,CorrectAnswer,videoFeedBack,feedbackText
333662,rec5nRGo2uhEkhx6S,2020-08-11 18:01,A-AH24,Which of the following statements is most correct in regards to leasing?,active,153382,recerTosC3nygmayI,rec5nRGo2uhEkhx6S,"10415,10416,10417,10418,10419,10420,10421,10422,10423,10424,10425,10426,10427,10428,10429,10430,10431,10432,10433,10434,10435,10436,10437,10438,10439,10440,10441,10442,10443,10444,10445,10446,10447,10448,10449,10450,10451,10452,10453,10454,10455,10456,10457,10458,10459,10460,10461,10462,10463,10464,10465,10466,10467,10468,10469,10470,10471,10472,10473,10474,10475,10476,10477,10478,10479,10480,10481,10482,10483,10484,10485,10486,10487,10488,10489,10490,10491,10492,10493,10494,10495,10496,10497,10498,10499,10500,10501","1284,2228,5365,6107,7065,7712,8454,8746,9651,10892,11556,12253,12692,13449,14136,14786,15512,16108,16972,17618,18719,19668,20362,21057,21800,22811,23812,24356,24837,25458,26029,26405,26750,27253,27745,28286,30556,31230,32228,33440,33956,34606,35333,35963,36834,38410,53056,64134,64727,66134,69006,70029,76518,77023,77890,78593,81050,84999,85842,86584,87387,88218,88846,89373,90316,90723,91631,92696,93137,93566,94296,95019,95726,96420,97225,98688,99937","16242653,16659447,16923138,16349613,16349682,16349755,16115122,16169381,16549347,16118075,17330186,16112141,16403027,16838607,17105322,16659299,16723061,16825455,17037731,17295136,15994749,16037090,16037096,16043283,16049806,16049815,16063746,16063784,16063815,16063819,16063838,16063894,16063934,16103184,16104751,16141231,16150551,16175982,16212400,16244722,16244728,16245004,16260876,16287957,16293655,16294564,16296006,16349357,16360217,16360231,16360329,16360338,16360347,16360414,16406940,16407185,16445327,16502970,16533949,16534015,16559392,16559629,16559648,16629061,16629174,16629278,16629806,16683426,16684269,16684326,16723146,16723153,16723411,16814268,17208055,17227629,16767845,16940854,17077569,17167659,16155554,16175137,16219131,17011093,17105148,16165021,16219518,16367847,17168530,17226681","1707799,1707801,1707800,1707798","Leasing rolls the price back 6 years, Leasing disguises the true price of the car from the customer, Leasing is designed for cash buyers, Leasing is only for business owners","1, 0, 0, 0",Leasing rolls the price back 6 years,1707799,4581,19627,,1707799,,"When you look at it in this way, leasing creates a price program that rolls vehicle pricing back to an affordable level that customers may have been previously used to. The price of vehicles has gone up and terms of financing haven’t been extended beyond 96 months.
Leasing essentially takes the price of a car today, and rolls it back six years to a price the customer can relate to. Their new lease payments become more relatable to when they may have last purchased a vehicle!"
333663,rec71R9obXuIzOjYc,2020-08-11 18:01,A-AH29,What can be the main factor in a customer’s decision to buy or lease?,active,153382,recerTosC3nygmayI,rec71R9obXuIzOjYc,"10502,10503,10504,10505,10506,10507,10508,10509,10510,10511,10512,10513,10514,10515,10516,10517,10518,10519,10520,10521,10522,10523,10524,10525,10526,10527,10528,10529,10530,10531,10532,10533,10534,10535,10536,10537,10538,10539,10540,10541,10542,10543,10544,10545,10546,10547,10548,10549,10550,10551,10552,10553,10554,10555,10556,10557,10558,10559,10560,10561,10562,10563,10564,10565,10566,10567,10568","1285,2229,5366,6108,7066,7713,8455,8747,9652,10893,11557,12254,12693,13450,14137,14787,15513,16109,16973,17619,18720,19669,20363,21058,21801,22812,23813,24357,24838,25459,26030,26406,26751,27254,27746,28287,30557,31231,32229,33441,33957,34607,35334,35964,36835,38411,53057,64135,64728,66135,69007,70030,76519,77024,77891,78594,81051,85000,85843,86585,87388,88219,88847,89374,90317,90724,91632,92697,93138,93567,94297,95020,95727,96421,97226,98689,99938","16246040,16246050,16684202,16923243,16349591,16157519,16207598,16730648,16117759,17330182,16117773,16118046,16465546,16861053,16963565,16982021,16659169,16722940,16767546,16825549,16990844,17294985,15980170,16016383,16016475,16016517,16037009,16082209,16124990,16141254,16150574,16175892,16212293,16212327,16212518,16244704,16244786,16244898,16293487,16295999,16296013,16349242,16360239,16360379,16395505,16422779,16445312,16457072,16486329,16502960,16534270,16559384,16629048,16629238,16631649,16683449,16741518,17062131,17208396,16650832,16797593,17069370,17167384,17336294,16155703,16167492,16186804,16186919,16188065,16952349,16145168,16219496,16338462,17261262,17144173","1707802,1707807,1707803,1707805","The price of each option, The effect of each on their credit rating, The length of the term, The potential asset value","1, 0, 0, 0",The price of each option,1707802,4581,19627,,1707802,,"Selling the idea of a lease to your customers can be a difficult task, as price is ultimately the main factor in a customer’s decision to buy or lease. As well, the majority of customers who walk away without purchasing do so because of the price. "
333664,recGVlEZuRPEXZl9Z,2020-08-11 18:01,A-AH23,Which of these statements provides the best reason to lease a vehicle?,active,153382,recerTosC3nygmayI,recGVlEZuRPEXZl9Z,"10569,10570,10571,10572,10573,10574,10575,10576,10577,10578,10579,10580,10581,10582,10583,10584,10585,10586,10587,10588,10589,10590,10591,10592,10593,10594,10595,10596,10597,10598,10599,10600,10601,10602,10603,10604,10605,10606,10607,10608,10609,10610,10611,10612,10613,10614,10615,10616,10617,10618,10619,10620,10621,10622,10623,10624,10625,10626,10627,10628,10629,10630,10631,10632,10633,10634,10635,10636,10637,10638,10639,10640,10641,10642,10643,10644,10645,10646,10647,10648,10649,10650,10651,10652,10653,10654","1286,2230,5367,6109,7067,7714,8456,8748,9653,10894,11558,12255,12694,13451,14138,14788,15514,16293,16974,17620,18721,19670,20364,21059,21802,22813,23814,24358,24839,25460,26031,26407,26752,27255,27747,28288,30558,31232,32230,33442,33958,34608,35335,35965,36836,38412,53058,64136,64729,66136,69282,70031,76520,77025,77892,78595,81052,85001,85844,86586,87389,88220,88848,89375,90318,90725,91633,92698,93139,93568,94298,95021,95728,96422,97227,98690","16267021,16741789,16349519,16349705,16349740,16093723,16093777,16157845,16257166,16179587,16162077,16613788,16866126,16534053,16722856,16767595,16924860,17061340,15979568,16011970,16011975,16016493,16036980,16037016,16063752,16063827,16063859,16063875,16082178,16104538,16104694,16104782,16124976,16125023,16141281,16150531,16150546,16150581,16175854,16212373,16212469,16244537,16244866,16247003,16260860,16293450,16294517,16294572,16349148,16395437,16407193,16422677,16422711,16423578,16445288,16486191,16502667,16559347,16559559,16559578,16559599,16559610,16628980,16629293,16631619,16631657,16681289,16741424,17062072,17208166,16560202,16768169,16941558,17138517,17294828,16138441,16155744,16168828,16168830,16188565,16914758,16167364,16223435,16383072,16992380,17286427,17022124,17239301","1707814,1707815,1707816,1707817","Lease is not about the payment you will be making; it’s about the payment you won’t be making, If you don’t understand leasing, it’s better to avoid it regardless of whether or not it’s a good decision, Most people can not afford the high payments of shorter term financing, The lower monthly payment helps in budgeting monthly expenditures","1, 0, 0, 0",Lease is not about the payment you will be making; it’s about the payment you won’t be making,1707814,4581,19627,,1707814,,"When you look at it in this way, leasing creates a price program that rolls vehicle pricing back to an affordable level that customers may have been previously used to. 
Leasing essentially takes the price of a car today, and rolls it back six years to a price the customer can relate to.
While it may be more expensive in the short term, leasing is not about the payment you will be making; it’s about the payment you won’t be making.
Ask them what they can do to help with their overall finances by having that additional cash flow every month? Will they be able to pay off their credit cards, save for an RESP or RRSP?"
333665,recCOcfTLEGj3Hjrz,2020-08-11 18:01,A-AH26,Which of these terms best describes what leasing is as a program?,active,153382,recerTosC3nygmayI,recCOcfTLEGj3Hjrz,"10655,10656,10657,10658,10659,10660,10661,10662,10663,10664,10665,10666,10667,10668,10669,10670,10671,10672,10673,10674,10675,10676,10677,10678,10679,10680,10681,10682,10683,10684,10685,10686,10687,10688,10689,10690,10691,10692,10693,10694,10695,10696,10697,10698,10699,10700,10701,10702,10703,10704,10705,10706,10707,10708,10709,10710,10711,10712,10713,10714,10715,10716,10717,10718,10719,10720,10721,10722,10723,10724,10725,10726,10727,10728,10729,10730,10731,10732,10733,10734,10735,10736","1287,2231,5368,6110,7068,7715,8457,8749,9654,10895,11559,12256,12695,13452,14139,14789,15515,16110,16975,17621,18722,19671,20365,21060,21803,22814,23815,24521,24840,25461,26032,26408,26753,27256,27748,28289,30559,31233,32231,33443,33959,34609,35336,36184,36837,38413,53059,64137,64730,66137,69283,70032,76521,77026,77893,78596,81053,85002,85845,86587,87390,88221,88849,89376,90319,90726,91634,92699,93140,93569,94299,95022,95729,96423,97228,98691,99939","16164987,16559498,16835990,16349619,16349680,16125144,16179179,16425122,16292297,16113121,16348303,16788519,16938259,16659263,16723024,16825421,16962481,17138386,15970652,16016359,16037021,16037033,16037042,16037071,16037108,16037115,16063774,16063798,16082112,16082318,16124925,16150557,16175831,16212309,16244517,16244742,16244882,16244974,16260843,16293421,16294601,16349126,16349814,16360298,16395444,16407139,16407159,16407181,16407201,16415612,16415620,16422721,16422734,16445273,16457060,16486201,16502590,16534178,16534305,16559327,16628951,16629131,16629187,16681267,16684309,16741375,16924434,17208135,16650886,16940772,17069508,17167490,17336612,16155489,16155494,16155770,16155773,16175244,16230819,16131397,16169361,16336979,16992369,17261349,17135749,17137460","1707811,1707806,1707804,1707809","Price program, Buy-back program, Rental program, Short-term commitment program","1, 0, 0, 0",Price program,1707811,4581,19627,,1707811,,"When you look at it in this way, leasing creates a price program that rolls vehicle pricing back to an affordable level that customers may have been previously used to. The price of vehicles has gone up and terms of financing haven’t been extended beyond 96 months.
Leasing essentially takes the price of a car today, and rolls it back six years to a price the customer can relate to. Their new lease payments become more relatable to when they may have last purchased a vehicle!
While it may be more expensive in the short term, leasing is not about the payment you will be making; it’s about the payment you won’t be making.
Ask them what they can do to help with their overall finances by having that additional cash flow every month? Will they be able to pay off their credit cards, save for an RESP or RRSP?"
333666,recU6GUD4mhpTsE3C,2020-08-11 18:01,A-AH30,"Goods, time, and money are the three things that make up a lease contract. 

What is considered the “goods” in a lease?
",active,153382,recerTosC3nygmayI,recU6GUD4mhpTsE3C,"10737,10738,10739,10740,10741,10742,10743,10744,10745,10746,10747,10748,10749,10750,10751,10752,10753,10754,10755,10756,10757,10758,10759,10760,10761,10762,10763,10764,10765,10766,10767,10768,10769,10770,10771,10772,10773,10774,10775,10776,10777,10778,10779,10780,10781,10782,10783,10784,10785,10786,10787,10788,10789,10790,10791,10792,10793,10794,10795,10796,10797,10798,10799,10800,10801,10802,10803,10804,10805,10806,10807,10808,10809,10810,10811,10812,10813,10814,10815,10816,10817","1288,2232,5369,6111,7069,7716,8458,8750,9655,10896,11560,12257,12696,13453,14140,14790,15516,16111,16976,17622,18723,19672,20558,21061,21804,22815,23816,24359,24841,25462,26033,26409,26754,27257,27749,28290,30560,31234,32232,33444,33960,34610,35337,35966,36838,38414,53060,64138,64731,66138,69008,70033,76522,77027,77894,78597,81054,85003,85846,86588,87391,88222,88850,89377,90320,90727,91635,92700,93141,93570,94300,95023,95730,96424,97229,98692,99940","15979849,16444730,16790496,16198521,16246453,16349642,16349654,16349719,16126567,16179195,16598646,15991184,17225917,16133446,16558683,16866121,17180831,17212134,16659208,16722984,16825378,16925054,17086889,15979613,15994754,16016401,16016500,16037000,16037051,16063759,16063855,16063868,16063887,16063913,16063920,16082232,16082270,16104593,16125005,16141260,16141290,16175920,16244713,16244931,16244943,16293507,16294510,16349261,16349802,16360262,16360286,16406830,16407212,16423534,16423551,16445322,16486305,16502999,16534156,16534291,16559547,16559584,16559616,16559637,16629091,16631635,16683461,16741527,17062172,17208477,16767774,16972534,17138626,17336167,16155527,16155531,16175032,16336257,16336278,16135012,16169362,16336984,17084339,17295497,17022126","1707808,1707812,1707810,1707813","The vehicle, The lease contract itself, The total value of the lease, The vehicle’s value","1, 0, 0, 0",The vehicle,1707808,4581,19627,,1707808,,"Goods, time, and money are the three things that make up a contract, and a lease is no different.
The “goods” in this case is the vehicle itself, the time is the length of the lease, and the money is the total value of the leased vehicle, under the terms of the agreed upon contract."
333672,recvGuxSQU2qCkdSq,2020-08-11 18:01,A-AH31,"Goods, time, and money are the three things that make up a lease contract. 

What is considered the “time” in a lease?
",active,153382,recerTosC3nygmayI,recvGuxSQU2qCkdSq,"10818,10819,10820,10821,10822,10823,10824,10825,10826,10827,10828,10829,10830,10831,10832,10833,10834,10835,10836,10837,10838,10839,10840,10841,10842,10843,10844,10845,10846,10847,10848,10849,10850,10851,10852,10853,10854,10855,10856,10857,10858,10859,10860,10861,10862,10863,10864,10865,10866,10867,10868,10869,10870,10871,10872,10873,10874,10875,10876,10877,10878,10879,10880,10881,10882,10883,10884,10885,10886,10887,10888,10889,10890,10891,10892,10893","1289,2233,5375,6117,7070,7722,8459,8756,9656,10900,11566,12263,12702,13459,14146,14796,15522,16117,16977,17628,18724,19678,20371,21067,21805,22821,23822,24364,24842,25468,26034,26415,26760,27263,27755,28291,30561,31235,32238,33445,33961,34616,35343,35972,36578,38420,53061,64139,64737,66144,69284,70034,76528,77028,77900,78603,81055,85009,85852,86594,87392,88223,88851,89378,90321,90728,91636,92701,93147,93573,94306,95029,95736,96430,97230,98693,99946","16145752,16537043,16835875,16349630,16349714,16349780,16134859,16201267,15949532,16914653,16095222,16306629,16729471,16892635,16659377,16767424,16925018,17138254,16125433,15970597,16016339,16016491,16037038,16049871,16063843,16063929,16063937,16082102,16082242,16104639,16104673,16124942,16141273,16175847,16212553,16244524,16244747,16244773,16247013,16287951,16287964,16293455,16294628,16349176,16360314,16360419,16360454,16395479,16422749,16445300,16502786,16534017,16534332,16559352,16629021,16629560,16629783,16683419,16741483,17062105,17208317,16650942,16940827,17138357,17227725,16138962,16155748,16168853,16169542,16188947,16952398,15953141,16167372,16251207,16992383,17294738,17022625","1707841,1825694,1707837,1707839","The length of the lease, None of the above, The date the vehicle was made, The date the vehicle was purchased","1, 0, 0, 0",The length of the lease,1707841,4581,19627,,1707841,,"Goods, time, and money are the three things that make up a contract, and a lease is no different.
The “goods” in this case is the vehicle itself, the time is the length of the lease, and the money is the total value of the leased vehicle, under the terms of the agreed upon contract."
333679,reckq7OY3y4K5WPZr,2020-08-11 18:01,A-AH49,"In regards to lease terminations, which of the following statements is correct?",active,153383,recBZSQN6U5yYIdzj,reckq7OY3y4K5WPZr,"10894,10895,10896,10897,10898,10899,10900,10901,10902,10903,10904,10905,10906,10907,10908,10909,10910,10911,10912,10913,10914,10915,10916,10917,10918,10919,10920,10921,10922,10923,10924,10925,10926,10927,10928,10929,10930,10931,10932,10933,10934,10935,10936,10937,10938,10939,10940,10941,10942,10943,10944,10945,10946,10947,10948,10949,10950,10951,10952,10953,10954,10955,10956,10957,10958,10959,10960,10961,10962,10963,10964,10965","1290,2059,5380,6323,6771,7729,8460,8957,9657,10905,11573,12270,12709,13466,14153,14803,15529,16294,16978,17635,18730,19685,20378,21074,21806,22828,23829,24522,25019,25475,26035,26422,26767,27270,27762,28292,30280,31236,32245,33446,33962,34623,35350,35979,36839,38427,53062,64140,64744,66151,69285,69721,76535,77331,77907,78610,81056,85285,85859,86601,87393,88224,88852,89628,90322,91008,91637,92702,93154,93577,94313,95036,95743,96437,97231,98694,99953","16253568,16741765,17131510,16349580,16217978,16730580,15949352,16914655,16081825,16184899,16230972,16282104,16332229,16444903,16599767,16599805,16246012,16349143,16186725,16293648,15970653,16011950,16011960,16016354,16037047,16043280,16049817,16063777,16063871,16063897,16063918,16082111,16082233,16082273,16104696,16124944,16175843,16212513,16244547,16244805,16245005,16247014,16260836,16260867,16287958,16287974,16293456,16296004,16349177,16360445,16395482,16407244,16422679,16445309,16445330,16486260,16502783,16533950,16534346,16559382,16559613,16629132,16683425,16683464,16684253,16684273,16155551,16155553,16169539,16169545,16188948,16131439,16338447,17084267,17294735,17201156","1707868,1707866,1707864,1707862","A vehicle lease may be terminated early by agreement between the lessor and lessee, A vehicle lease may be terminated early by agreement between the lessor and lessee, provided a termination penalty is paid, If the lessor wants to terminate the lease early, they return the vehicle to the dealership, You can not have an early termination in a vehicle lease","1, 0, 0, 0",A vehicle lease may be terminated early by agreement between the lessor and lessee,1707868,4581,19627,,1707868,,"A lease contract only requires an agreement between the lessee and lessor. 
Lease contract terminations can come in many different forms and, if agreed upon, the lease could be terminated early.
Some lease termination events are more difficult to approach than others and it's important to know how your customers will be affected."
333680,recmB9uEr5ztyeh3P,2020-08-11 18:01,A-AH44,"In the event of an accident and subsequent write off, the vehicle’s mileage will be:",active,153383,recBZSQN6U5yYIdzj,recmB9uEr5ztyeh3P,"10966,10967,10968,10969,10970,10971,10972,10973,10974,10975,10976,10977,10978,10979,10980,10981,10982,10983,10984,10985,10986,10987,10988,10989,10990,10991,10992,10993,10994,10995,10996,10997,10998,10999,11000,11001,11002,11003,11004,11005,11006,11007,11008,11009,11010,11011,11012,11013,11014,11015,11016,11017,11018,11019,11020,11021,11022,11023,11024,11025,11026,11027,11028,11029,11030,11031,11032,11033,11034,11035,11036,11037,11038,11039,11040,11041,11042,11043","1291,2060,5381,6124,7071,7730,8461,8958,9658,10906,11574,12271,12710,13467,14154,14804,15530,16295,16758,17636,18731,19686,20379,21075,21807,22829,23830,24370,25020,25476,26036,26423,26768,27271,27763,28293,30281,31237,32246,33447,33963,34624,35351,35980,36840,38428,53063,64141,64745,66152,69286,69722,76536,77029,77908,78611,81057,85286,85860,86602,87394,88225,88853,89629,90323,91009,91638,92703,93155,93578,94314,95037,95744,96438,97232,98695,99954","16164986,16537613,16559475,16835967,16178276,16349531,16349641,16349745,16202310,16425168,16117761,17215342,16082041,16184911,16244097,16303511,16306423,16306455,16339888,16549526,16599783,16599802,16599811,16621637,16126130,16126163,16254111,16349329,16176012,16293581,15979680,15994760,16007594,16011974,16037025,16037040,16082171,16104676,16104740,16104743,16104769,16125020,16150547,16175884,16175953,16175981,16212388,16212506,16212542,16244707,16244858,16244883,16260821,16293481,16294506,16294563,16349264,16395528,16406946,16406952,16407182,16407207,16407224,16445315,16486192,16502964,16533982,16534255,16534290,16559412,16629189,16629665,16629807,16683441,16155493,16155534,16168860,16186803,16186918,16188064,16952400,16166091,16992182,17084292,17294977,17176465,17201081","1707869,1707867,1707863,1707865","Prorated based on contracted mileage per year of contract, Not considered if customer replaces vehicle with new lease, Recorded accurately at time of accident, Reflected in the next lease agreement","1, 0, 0, 0",Prorated based on contracted mileage per year of contract,1707869,4581,19627,,1707869,,"Unfortunately, accidents do happen and in some cases the vehicle may be written off.
A write-off is when the damages to the vehicle exceed the value of the costs to repair it. When a write-off occurs, the lease contract is cancelled. Any mileage on the vehicle is then prorated. 
For example: A vehicle is written off at the 24 month mark. The vehicle’s mileage is 60,000 KMs. 
60,000 divided by 24 months equals 30,000 KMs per year. If the lease was contracted at 24,000 KMs per year, the lessee would have a mileage liability."
333681,recvyUmwlFrPu0PTu,2020-08-11 18:01,A-AH47,"In the event of theft of a leased vehicle, When is the lease contract terminated?",active,153383,recBZSQN6U5yYIdzj,recvyUmwlFrPu0PTu,"11044,11045,11046,11047,11048,11049,11050,11051,11052,11053,11054,11055,11056,11057,11058,11059,11060,11061,11062,11063,11064,11065,11066,11067,11068,11069,11070,11071,11072,11073,11074,11075,11076,11077,11078,11079,11080,11081,11082,11083,11084,11085,11086,11087,11088,11089,11090,11091,11092,11093,11094,11095,11096,11097,11098,11099,11100,11101,11102,11103,11104,11105,11106,11107,11108,11109,11110,11111,11112,11113,11114,11115,11116,11117,11118,11119,11120,11121,11122,11123,11124,11125,11126,11127,11128,11129,11130,11131,11132","1292,2061,5382,6125,7072,7731,8462,8959,9659,10907,11575,12272,12711,13468,14155,14805,15531,16296,16979,17637,18732,19687,20380,21076,21808,22830,23831,24371,25021,25477,26037,26424,26769,27272,27764,28294,30282,31238,32247,33448,33964,34625,35352,35981,36841,38429,53064,64142,64746,66153,69287,69723,76537,77332,77909,78612,81058,85287,85861,86603,87395,88226,88854,89630,90324,91010,91639,92704,93156,93579,94315,95038,95745,96439,97233,98696,99955","16246038,16246051,16683860,16923223,16042684,16349612,16207603,16598643,16097914,17224133,16090508,16217408,16306552,16597360,17106011,17106943,16246176,16349292,16000764,16245234,15979633,15994748,16037015,16063747,16063772,16063799,16063908,16082163,16082245,16104748,16125004,16141230,16141235,16141239,16141247,16141252,16150530,16150535,16150538,16150542,16175813,16175904,16175915,16175942,16212291,16212306,16212324,16212347,16244711,16244716,16244746,16244772,16244837,16293508,16293653,16349355,16349820,16360362,16360400,16360411,16360422,16406831,16407114,16407121,16407167,16407197,16422687,16422732,16423550,16423579,16445321,16457074,16486238,16486330,16502969,16534264,16534307,16559576,16559636,16629214,16683448,16123217,16138964,16167489,16175502,16336688,16339873,16090608,16334871,16992145,17084279,17261351,17012383,17226682","1707872,1707873,1707870,1707871","The date the loss was declared , The beginning of the next month, The date of next payment, The date of the theft","1, 0, 0, 0",The date the loss was declared ,1707872,4581,19627,,1707872,,"In the event that a leased vehicle is stolen, the contract would be terminated on the date the loss was declared. 
This is why it’s extremely important that your customers contact both the authorities and the leasing company as soon as they’re aware of the theft.
Insurance companies then have up to 45 days to declare a loss. 
Note: The lessee is still responsible for any lease payments during this period."
333682,recIPhMGhhYm6QR4I,2020-08-11 18:01,A-AH43,The term “Lease Holding” refers to what?,active,153383,recBZSQN6U5yYIdzj,recIPhMGhhYm6QR4I,"11133,11134,11135,11136,11137,11138,11139,11140,11141,11142,11143,11144,11145,11146,11147,11148,11149,11150,11151,11152,11153,11154,11155,11156,11157,11158,11159,11160,11161,11162,11163,11164,11165,11166,11167,11168,11169,11170,11171,11172,11173,11174,11175,11176,11177,11178,11179,11180,11181,11182,11183,11184,11185,11186,11187,11188,11189,11190,11191,11192,11193,11194,11195,11196,11197,11198,11199,11200,11201,11202,11203,11204,11205","1293,2062,5383,6126,7073,7732,8463,8960,9660,10908,11576,12273,12712,13469,14156,14806,15532,16297,16980,17638,18733,19688,20381,21077,21809,22831,23832,24523,25022,25478,26038,26425,26770,27273,27765,28295,30283,31239,32248,33449,33965,34626,35353,36185,36842,38430,53065,64143,64747,66154,69288,69724,76538,77030,77910,78613,81059,85288,85862,86604,87396,88227,88855,89631,90325,91011,91640,92705,93289,93580,94316,95039,95746,96440,97234,98697,99956","16145750,16444774,16835863,16349509,16349678,16207572,16549345,15991185,17135091,16081689,16124198,16224632,16224839,16250498,16306522,16340073,16597346,16599800,16613721,16636788,16246095,16349199,16030827,16277792,15970596,16016334,16037055,16037059,16049833,16063812,16063840,16063854,16063878,16082098,16104586,16124923,16141258,16150549,16150569,16175833,16244522,16244932,16244942,16260861,16293422,16294518,16294627,16349124,16395430,16445265,16486035,16502591,16533888,16534019,16534331,16559328,16559631,16559645,16559670,16628981,16629239,16631650,16681291,16684232,16123208,16155443,16168855,16175461,16211359,15949894,16334861,17084244,17201279,17295495,17201161","1707878,1707876,1707880,1707874","The available equity within a lease contract, A dealer controlled lease contract before being assigned to the financing institute, The holding company that is responsible for the lease contract, The property value of a lessor","1, 0, 0, 0",The available equity within a lease contract,1707878,4581,19627,,1707878,,"The most common form of lease termination is a contract expiry.
At the end of their lease term, your customer has the option to:
Extend their lease
Return the leased vehicle
Buy out their leased vehicle
Re-leasing the vehicle will extend the payments for a few months. The outstanding balance will decrease and the vehicle will continue to depreciate.
Returning the vehicle will close out the contract. The customer then pays any mileage overages or unclaimed damages to the vehicle, as agreed upon in their lease. If the lessor sells their vehicle at lease end for more than the contracted residual value, the difference can create a lease holding.
If a dealer wishes to work with a lease for mutual benefit, they can create a lease holding. This happens when the dealer sells the vehicle for more than the residual value.
In turn, excess funds are paid to the lessee as a refund on rentals paid. In many provinces, it may also qualify for a tax credit.
They can also buy out the vehicle at its residual value. It can either be purchased in cash or financed like a used vehicle."
333683,recW9eVDykwlL10Pc,2020-08-11 18:01,A-AH46,"In the event that a leased vehicle is stolen, it’s crucial that your customers contact:",active,153383,recBZSQN6U5yYIdzj,recW9eVDykwlL10Pc,"11206,11207,11208,11209,11210,11211,11212,11213,11214,11215,11216,11217,11218,11219,11220,11221,11222,11223,11224,11225,11226,11227,11228,11229,11230,11231,11232,11233,11234,11235,11236,11237,11238,11239,11240,11241,11242,11243,11244,11245,11246,11247,11248,11249,11250,11251,11252,11253,11254,11255,11256,11257,11258,11259,11260,11261,11262,11263,11264,11265,11266,11267,11268,11269,11270,11271,11272,11273,11274,11275,11276,11277,11278,11279,11280,11281,11282,11283","1294,2063,5384,6127,6772,7733,8198,8961,9661,10909,11577,12274,12713,13470,14157,14807,15533,16298,16981,17639,18734,19689,20382,21078,21810,22832,23833,24372,25023,25479,26039,26426,26771,27274,27766,28296,30284,31240,32249,33450,33966,34627,35354,35982,36843,38431,53066,64144,64748,66155,69289,69725,76539,77333,77911,78614,81060,85016,85863,86605,87397,88228,88856,89632,90326,91012,91641,92706,93157,93581,94317,95040,95747,96441,97235,98698,99957","15952242,16307066,16777170,17240981,16198517,16349610,16112267,16257220,16118076,17231531,16082046,16196097,16275077,16340083,16348010,16597402,17242476,16246201,16349427,16000790,16245248,16245249,15979616,16011967,16016478,16016503,16037001,16037074,16037087,16037092,16063807,16063820,16063888,16063904,16082157,16103182,16104537,16104762,16124975,16141265,16141279,16175866,16244702,16244848,16244865,16247004,16260823,16260842,16260849,16293486,16349209,16360325,16360346,16360382,16360420,16395502,16406941,16407131,16407157,16415611,16445302,16457053,16486229,16502728,16533963,16534003,16559363,16629094,16629556,16629766,16629782,16683417,16155498,16169571,16175033,16219108,16135016,16367822,16992216,17084306,17295022,17022173,17239302","1707877,1825796,1698467,1707879","Both of the above, Neither of the above, The authorities, The leasing company","1, 0, 0, 0",Both of the above,1707877,4581,19627,,1707877,,"In the event that a leased vehicle is stolen, the contract would be terminated on the date the loss was declared. 
This is why it’s extremely important that your customers contact both the authorities and the leasing company as soon as they’re aware of the theft.
Insurance companies then have up to 45 days to declare a loss. "
333684,recmQ4yj1ndRoxUSz,2020-08-11 18:01,A-AH45,"In the event that a leased vehicle is stolen, insurance companies have up to _______ to declare a loss.",active,153383,recBZSQN6U5yYIdzj,recmQ4yj1ndRoxUSz,"11284,11285,11286,11287,11288,11289,11290,11291,11292,11293,11294,11295,11296,11297,11298,11299,11300,11301,11302,11303,11304,11305,11306,11307,11308,11309,11310,11311,11312,11313,11314,11315,11316,11317,11318,11319,11320,11321,11322,11323,11324,11325,11326,11327,11328,11329,11330,11331,11332,11333,11334,11335,11336,11337,11338,11339,11340,11341,11342,11343,11344,11345,11346,11347,11348,11349,11350,11351,11352,11353,11354,11355,11356,11357","1295,2064,5385,6128,7074,7734,8464,8962,9662,11125,11578,12275,12714,13471,14158,14808,15534,16299,16982,17640,18735,19690,20383,21079,21811,22833,23834,24373,25024,25480,26040,26427,26772,27275,27767,28297,30285,31241,32250,33451,33967,34628,35355,35983,36844,38432,53067,64145,64749,66156,69290,69726,76540,77031,77912,78615,81061,85289,85864,86606,87398,88229,88857,89633,90327,91013,91642,92707,93158,93582,94318,95041,95748,96442,97236,98699","15979837,16356731,16789803,16349593,16349716,16202119,16425124,16292298,17330153,16081812,16184889,16224848,16250517,16323052,16386218,16599753,16246112,16349224,15993190,16245214,15979600,16016381,16036988,16037118,16063828,16063926,16063930,16063939,16082120,16082314,16104783,16124968,16141289,16150555,16175849,16212551,16244533,16244899,16244917,16245024,16293449,16294508,16294531,16296000,16349147,16360243,16360264,16360287,16395446,16415623,16445290,16486203,16502670,16534158,16559348,16628999,16629225,16629276,16631626,16631658,16681313,16683457,16683476,16684214,16684327,16134970,16155567,16155570,16175242,16230810,16219488,16992159,17084283,17261266,17201422","1707884,1707885,1698471,1698472","45 days, 15 days, 30 days, 60 days","1, 0, 0, 0",45 days,1707884,4581,19627,,1707884,,"In the event that a leased vehicle is stolen, the contract would be terminated on the date the loss was declared. 
This is why it’s extremely important that your customers contact both the authorities and the leasing company as soon as they’re aware of the theft.
Insurance companies then have up to 45 days to declare a loss. "
